NO RVI,TYPE,PUBLIC PLACE ID,DESCRIPTION,ADDRESSE,More Information,Borough,Latitude,Longitude,Altitude
1623,Centres d'hébergement de soins de longue durée (CHSLD),HLDNDLOURD,CHSLD Providence N-D de Lourdes,1870 Pie-IX BV MONTREAL (HOCHELAGA/MAISONNEUVE) H1V2C6,CHSLD Notre Dame de Lourdes Providence. Via the main entrance.,HOCHELAGA,45.5498,-73.5416,100
1626,Centres d'hébergement de soins de longue durée (CHSLD),HLDRCLICHE,CHSLD Robert-Cliche,3730 de Bellechasse RU MONTREAL (ROSEMONT) H1X3E5,CHSLD Robert-Cliche. Via the main entrance.,ROSEMONT,45.5585,-73.5901,100
1629,Centres d'hébergement de soins de longue durée (CHSLD),HLDSTMICHE,CHSLD Saint-Michel,3130 Jarry RU E MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H1Z4N8,CHSLD Saint-Michel. Via the main entrance.,VILLERAY,45.5556,-73.617,100
1627,Centres d'hébergement de soins de longue durée (CHSLD),HLDSTJPROV,CHSLD St-Joseph de la Providence,11844 du Bois-de-Boulogne AV MONTREAL (AHUNTSIC/CARTIERVILLE) H3M2X7,CHSLD St-Joseph de la Providence. Via the rear entrance of the building.,AHUNTSIC,45.5539,-73.667,100
1624,Centres d'hébergement de soins de longue durée (CHSLD),HLDRELISAB,CHSLD Vigi Reine-Elizabeth,2055 Northcliffe AV MONTREAL (COTE-DES-NEIGES/NDG) H4A3K6,CHSLD Vigi Reine-Elizabeth. Via the main entrance.,COTE-DES-NEIGES,45.496,-73.6247,100
1911,CIMETIER,CIMCDNBA,Cimetiere CDN Bureau Administratif,4601 Cote-des-Neiges CH Administration MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote-des-Neiges Cemetery , Administration . Via the main entrance",COTE-DES-NEIGES,45.496,-73.6247,100
1900,CIMETIER,CIMCDNMAUA,Cimetiere CDN Mausolee Assise,4601 Cote-des-Neiges CH Assise MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote des Neiges Cemetery, Assise Mausoleum . Via the 4601 ,  roundabout turn right towards the coast",COTE-DES-NEIGES,45.496,-73.6247,100
1922,CIMETIER,CIMCDNESBL,Cimetiere CDN Mausolee Esther-Blondin,4601 Cote-des-Neiges CH Mausolee Esther Blondin MONTREAL (COTE-DES-NEIGES/NDG) H3T2A8,"Cote-des-Neiges Cemetery , Esther-Blondin Mausoleum . Via the Mausoleum entrance",COTE-DES-NEIGES,45.496,-73.6247,100
1906,CIMETIER,CIMCDNMJP,Cimetiere CDN Mausolee Jean-Paul II,4601 Cote-des-Neiges CH Jean-Paul II MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote-des-Neiges St-Paul Cimetery , Jean Paul 2 Mausoleum . Via the Mausoleum entrance",COTE-DES-NEIGES,45.496,-73.6247,100
1901,CIMETIER,CIMCDNMAUL,Cimetiere CDN Mausolee la Pieta,4601 Cote-des-Neiges CH La Pieta MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote-des-Neiges Cemetery , La Pieta Mausoleum . Via the entrance on Decelles street",COTE-DES-NEIGES,45.496,-73.6247,100
1902,CIMETIER,CIMCDNMAUM,Cimetiere CDN Mausolee Marg Bourgeois,4601 Cote-des-Neiges CH Marguerite-Bourgeois MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote-des-Neiges Cemetery , Marguerite Bourgeois Mausoleum . Via the Mausoleum entrance",COTE-DES-NEIGES,45.496,-73.6247,100
1903,CIMETIER,CIMCDNMAUN,Cimetiere CDN Mausolee Notre-Dame,4601 Cote-des-Neiges CH Notre-Dame MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote-des-Neiges Cemetery , Notre-Dame Mausoleum . Via the Mausoleum entrance",COTE-DES-NEIGES,45.496,-73.6247,100
1910,CIMETIER,CIMCDNREME,Cimetiere CDN Mausolee Remembrance,4601 Cote-des-Neiges CH Remembrance MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,Cote-des-Neiges Cemetery . Remembrance Mausoleum . Via the Mauseleum entrance,COTE-DES-NEIGES,45.496,-73.6247,100
1904,CIMETIER,CIMCDNMAUS,Cimetiere CDN Mausolee St-Antoine,4601 Cote-des-Neiges CH St-Antoine MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote-des-Neiges Cemetery , St-Antoine Mausoleum . Via the Mausoleum entrance",COTE-DES-NEIGES,45.496,-73.6247,100
1905,CIMETIER,CIMCDNSTF,Cimetiere CDN Mausolee St-Francois,4601 Cote-des-Neiges CH St-FranÃ§ois MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote-des-Neiges Cemetery , Ste-FranÃ§ois Mausoleum . Via the Mausoleum entrance",COTE-DES-NEIGES,45.496,-73.6247,100
1907,CIMETIER,CIMCDNSTPI,Cimetiere CDN Mausolee St-Pierre/St-Paul,4601 Cote-des-Neiges CH St-Pierre/St-Paul MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,Cote-des-Neiges Cemetery . St-Pierre and St-Paul Mausoleum . Via the entrance by Decelles street,COTE-DES-NEIGES,45.496,-73.6247,100
1908,CIMETIER,CIMCDNMAST,Cimetiere CDN Mausolee Ste-Therese,4601 Cote-des-Neiges CH Ste-Therese MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,Cote-des-Neiges Cemetery. Sainte-Therese Mausoleum.. Via the entrance on Remembrance road.,COTE-DES-NEIGES,45.496,-73.6247,100
1909,CIMETIER,CIMCDNMAUY,Cimetiere CDN Mausolee Youville,4601 Cote-des-Neiges CH Youville MONTREAL (COTE-DES-NEIGES/NDG) H3V1E7,"Cote-des-Neiges Cemetery , Ste-Marguerite d'Youville Mausoleum . Via the entrance by the 4601",COTE-DES-NEIGES,45.496,-73.6247,100
2215,CINEMA,CINEFORUMP,Cinema AMC Forum,1501 Atwater AV MONTREAL (VILLE-MARIE) H2J4E8,A M C Forum Cineplex . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
2210,CINEMA,CINEPARAMO,Cinema Banque Scotia,977 Sainte-Catherine RU O MONTREAL (VILLE-MARIE) H2L4S9,Scotia Bank Cinema . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
2201,CINEMA,CINEBEAUBI,Cinema Beaubien,2396 Beaubien RU E MONTREAL (ROSEMONT) H2G1V7,Beaubien Cinema . Via the main entrance,ROSEMONT,45.5585,-73.5901,100
2200,CINEMA,CINEANGRIG,Cinema Carrefour Angrignon,7077 Newman BV Cinema LASALLE H8N1X1,"Carrefour Angrignon Cinema . Via the entrance door 8 , facing signpost 26",LASALLE,45.4308,-73.6358,100
2203,CINEMA,CINECOLISE,Cinema Colisee Kirkland,3200 Jean-Yves RU KIRKLAND H9B2M3,Kirkland Coliseum Cinema . Via by Ste-Marie service road,KIRKLAND,45.4509,-73.8643,100
2209,CINEMA,CINENAONF,Cinema de l'ONF,1564 Saint-Denis RU MONTREAL (VILLE-MARIE) H4N1K7,N F B  Cinema . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
2204,CINEMA,CINEDESSOU,Cinema Des Sources 10 (Guzzo),3237 des Sources BV Cinema DOLLARD-DES-ORMEAUX H9B1Z6,Cinema Guzzo des Sources . Via the entrance facing signpost 8,DOLLARD-DES-ORMEAUX,45.4935,-73.8275,100
2202,CINEMA,CINEDUPARC,Cinema du Parc,3575 du Parc AV MONTREAL (PLATEAU MONT-ROYAL) H4H1J9,"Parc Cinema . Via 3590 Jeanne=Mance, at the back of les Galeries du Parc.",PLATEAU MONT-ROYAL,45.526,-73.58,100
2206,CINEMA,CINEIMPERI,Cinema Imperial,1432 De Bleury RU MONTREAL (VILLE-MARIE) H2H2P6,Imperial Cinema . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
2207,CINEMA,CINELACORD,Cinema Lacordaire,5940 des Grandes-Prairies BV SAINT-LEONARD H1P1A2,Lacordaire Cinema . Via the main entrance,SAINT-LEONARD,45.5931,-73.587,100
2220,CINEMA,CINEMC,Cinema Marche Central Mega-Plex (Guzzo),901 Cremazie BV O MONTREAL (AHUNTSIC/CARTIERVILLE) H3L1K5,"Cinema Guzzo, Marche Central . Via the main entrance",AHUNTSIC,45.5539,-73.667,100
2224,CINEMA,CINETHOUTR,Cinema Outremont,1248 Bernard AV OUTREMONT H2A2W5,Outremont cinema . Via the main entrance,OUTREMONT,45.515,-73.605,100
2216,CINEMA,CINEQUARTI,Cinema Quartier Latin,350 Emery RU MONTREAL (VILLE-MARIE) H1G1Y2,Quartier Latin Cinema . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
2221,CINEMA,CINESPHER,Cinema Spheretech 14 Mega-Plex (Guzzo),3500 Cote-Vertu BV Cinema SAINT-LAURENT H9B2N9,Cinema Guzzo Mega Plex Sphere-tech 14. Via the main entrance.,SAINT-LAURENT,45.5003,-73.703,100
4249,LOISIRS,CIRQUESOLE,Cirque du Soleil de Montreal,145 de la Commune RU E MONTREAL (VILLE-MARIE) H2Y1J1,Montreal Cirque du Soleil . Via on 145 de la Commune east,VILLE-MARIE,45.5126,-73.554,100
4254,BUREAU,CITEINDUST,Cite Industrielle de Lasalle,2555 Dollard AV Cite LASALLE H4A3K6,Cite industrielle de Lasalle : via the gate,LASALLE,45.4308,-73.6358,100
3658,MEDICAL,CITEMV,Cite Medicale Villeray,8560 Saint-Hubert RU MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H2P1Z7,Cite Medicale Villeray- VIA the main door,VILLERAY,45.5556,-73.617,100
3635,MEDICAL,CLINHYDENT,Clinique d'Hygiene Dentaire,3800 Sherbrooke RU E MONTREAL (HOCHELAGA/MAISONNEUVE) H1X2A2,Clinical Dental Hygiene . Via the door A-28,HOCHELAGA,45.5498,-73.5416,100
3614,MEDICAL,CLINPHYSBB,Clinique de Dialyse Allegee,1575 Henri-Bourassa BV O MONTREAL (AHUNTSIC/CARTIERVILLE) H3M2S4,Dialysis Clinic Lightened . Via the main entrance,AHUNTSIC,45.5539,-73.667,100
3647,HOPITAL,GERONTO,Clinique de Gerontopsychiatrie,7101 Jean-Talon RU E Clinique Externe de geronto-psychiatrie ANJOU H2E1S6,Clinique de Gerontopsychiatrie. Via Metropolitain Boulevard by the parking 7101 Carillon Place.,ANJOU,45.5964,-73.535,100
3624,MEDICAL,CLINPHYSCN,Clinique de Physiatrie Cote-des-Neiges,5885 Cote-des-Neiges CH MONTREAL (COTE-DES-NEIGES/NDG) H3A3S1,Cote-des-Neiges Physiatry Clinic . Via the main entrance at  5885 Cote-des-Neiges,COTE-DES-NEIGES,45.496,-73.6247,100
9001,VACCIN,VACCINBOUR,Clinique de vaccination Place Bourassa,11201 Lacordaire BV MONTREAL-NORD H1G4L7,Vaccination Place BourassaÂ« Via the door on  Charleroi / Deb via the 11201 Lacordaire (near the Canadian Tire - TA Sign),MONTREAL-NORD,45.6085,-73.6172,100
3620,MEDICAL,CLINDRUMMO,Clinique Drummond,1414 Drummond RU MONTREAL (VILLE-MARIE) H1E1Z4,Drummond Medical Clinic . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
3644,MEDICAL,CLINECACUP,Clinique Ecole Acuponcture,6400 16e AV Clinique MONTREAL (ROSEMONT) H1X2S9,"Clinical Acupuncture School . Via through the bottom of the parking , Acuponcture door",ROSEMONT,45.5585,-73.5901,100
3632,MEDICAL,HSCABRINIC,Clinique externe HÃ´pital Santa Cabrini,5655 Saint-Zotique RU E Clinique externe MONTREAL (ROSEMONT) H1T1P7,Santa Cabrini Hospital Out-patient Clinic . Via the entrance on Pontoise south of the parking lot,ROSEMONT,45.5585,-73.5901,100
3617,MEDICAL,CLINFIDES,Clinique Fides,235 Rene-Levesque BV E MONTREAL (VILLE-MARIE) H1Z2C2,Fides Clinic . Via to the corner of Ste-Elisabeth and Rene-Levesque,VILLE-MARIE,45.5126,-73.554,100
3627,MEDICAL,CLINLPARIS,Clinique Leo Pariseau,300 Leo-Pariseau RU MONTREAL (PLATEAU MONT-ROYAL) H1B0A7,Leo Pariseau Clinic . Via the main entrance,PLATEAU MONT-ROYAL,45.526,-73.58,100
3607,MEDICAL,HMCLARACCL,Clinique Marie-Clarac,3530 Gouin BV E CLINIQUE PHYSIOTHERAPIE MARIE-CLARAC MONTREAL-NORD H1B2X6,Physiotherapy Clinic Marie-Clarac . Via ambulance entrence,MONTREAL-NORD,45.6085,-73.6172,100
3654,MEDICAL,clbelanger,Clinique Medical Urgence,3000 Belanger RU MONTREAL (ROSEMONT) H1M2Y2,Via the side door of clinicle,ROSEMONT,45.5585,-73.5901,100
3655,MEDICAL,CLINSUDOUE,Clinique Medicale du Sud-Ouest,4475 Bannantyne AV VERDUN H4H1J9,Clinique Medicale du Sud-Ouest Via the main entrance of the clinic,VERDUN,45.4615,-73.5674,100
3652,MEDICAL,CLINPLPCL,Clinique Medicale et Dentaire,269 Saint-Jean BV Clinique Medicale POINTE-CLAIRE H4N1Y7,Clinique Medicale et Dentaire  VIA the entrance Centre Medical et Dentaire under adress 269,POINTE-CLAIRE,45.4486,-73.8167,100
3623,MEDICAL,CLINPLESSI,Clinique Medicale HÃ´pital Notre-Dame,2025 Plessis RU MONTREAL (VILLE-MARIE) H2L3N9,Notre-Dame Hospital Medical Clinic . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
3630,MEDICAL,CLINMEDISY,Clinique Medicale Medisys,500 Sherbrooke RU O Clinique MONTREAL (VILLE-MARIE) H4C1T5,Medisys Medical Center. Via the entrance on City Councillors Street.,VILLE-MARIE,45.5126,-73.554,100
3671,MEDICAL,CLIMIEUXET,Clinique Medicale Mieux-Ãtre,7600 Viau BV Clinique medicale Mieux-Ãtre SAINT-LEONARD H1X2J6,Clinique Medicale Mieux-Ãtre. In front of the clinic at the door RP-336.,SAINT-LEONARD,45.5931,-73.587,100
3643,MEDICAL,CLINSTATCA,Clinique Medicale Statcare,175 Stillview AV POINTE-CLAIRE H9R2Y2,Statcare Medical Clinic. Via B door at TA signpost,POINTE-CLAIRE,45.4486,-73.8167,100
3612,MEDICAL,MEDICUSSTL,Clinique Medicus St-Laurent,5050 Saint-Laurent BV MONTREAL (PLATEAU MONT-ROYAL) H2P2M8,Saint-Laurent Medicus Clinic . Via the main entrance,PLATEAU MONT-ROYAL,45.526,-73.58,100
3626,MEDICAL,CLINMETMED,Clinique Metro Medic,1538 Sherbrooke RU O MONTREAL (VILLE-MARIE) H1N1E6,Metro Medic Clinic . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
3636,MEDICAL,CLINMEXACS,Clinique Mexa Concept Sante,1029 Saint-Denis RU MONTREAL (VILLE-MARIE) H2X3E4,Mexa Concept Health Clinic  . pick up in the back,VILLE-MARIE,45.5126,-73.554,100
4235,MEDICAL,CLIN2121,clinique Ophtalmologique 2121,2121 Sherbrooke RU O MONTREAL (VILLE-MARIE) H4B1R2,Ophtalmological Clinic 2121 Vis the entrance at the rear  at the ramp,VILLE-MARIE,45.5126,-73.554,100
3667,MEDICAL,CLINBERRI,Clinique Ophtalmologique Berri,1066 Berri RU MONTREAL (VILLE-MARIE) H2L4X2,Clinique Ophtalmologique Berri.  By the ramp at the back of the building on Bernadette Street.,VILLE-MARIE,45.5126,-73.554,100
3628,MEDICAL,HRELIZABET,Clinique Reine Elizabeth,2111 Northcliffe AV Clinique MONTREAL (COTE-DES-NEIGES/NDG) H4A3K6,"Queen Elizabeth Hospital Clinic , Via the main entrance",COTE-DES-NEIGES,45.496,-73.6247,100
3653,MEDICAL,CLINSTJACQ,Clinique Saint-Jacques,5515 Saint-Jacques RU Clinique Medicale Saint-Jacques MONTREAL (COTE-DES-NEIGES/NDG) H1H2P9,Clinique St-Jacques. Via the main entrance.,COTE-DES-NEIGES,45.496,-73.6247,100
3622,MEDICAL,CLINSVCHUM,Clinique Sante-Voyage du CHUM,1001 Saint-Denis RU MONTREAL (VILLE-MARIE) H2X3J4,C H U M Travel Health Clinic . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
3629,MEDICAL,SEAFBUILD,Clinique Seaforth Medical Building,3550 Cote-des-Neiges CH MONTREAL (VILLE-MARIE) H3A3S1,Seaforth Medical Building . Via the main entrance,VILLE-MARIE,45.5126,-73.554,100
3649,MEDICAL,CLINSTAPHY,Clinique Stadium PhysiOsteo,4553 Pierre-De Coubertin AV Clinique MONTREAL (HOCHELAGA/MAISONNEUVE) H1V3N7,PhysiOsteo Stadium . Via the entrance facing Bennett street,HOCHELAGA,45.5498,-73.5416,100
3596,HOPITAL,CUMFVERDUN,Clinique universitaire Medecine famille,3950 LaSalle BV VERDUN H8N3E4,Clinique universitaire Medecine famille. Via 3950 Lasalle Boulevard at door 4.,VERDUN,45.4615,-73.5674,100
3604,MEDICAL,CLINMEDWES,Clinique Westmount Medical Building,5025 Sherbrooke RU O WESTMOUNT H4B1R8,Westmount Medical Building . Via the main entrance,WESTMOUNT,45.4888,-73.587,100
2500,Centres locaux de services communautaires (CLSC),CLSCAHUNTS,CLSC Ahuntsic,1165 Henri-Bourassa BV E MONTREAL (AHUNTSIC/CARTIERVILLE) H3N2C4,CLSC Ahuntsic. Via the main entrance.,AHUNTSIC,45.5539,-73.667,100
2518,Centres locaux de services communautaires (CLSC),CLSCBENNYF,CLSC de Benny Farm,6484 de Monkland AV MONTREAL (COTE-DES-NEIGES/NDG) H4E2Y4,CLSC de Benny Farm. Via the main entrance on Monkland Avenue.,COTE-DES-NEIGES,45.496,-73.6247,100
2502,Centres locaux de services communautaires (CLSC),CLSCBORDEA,CLSC de Bordeaux-Cartierville,11822 du Bois-de-Boulogne AV MONTREAL (AHUNTSIC/CARTIERVILLE) H3M2X7,CLSC of Bordeaux-Cartierville. Via the main entrance.,AHUNTSIC,45.5539,-73.667,100
2503,Centres locaux de services communautaires (CLSC),CLSCCDN,CLSC de Cote-des-Neiges,5700 Cote-des-Neiges CH MONTREAL (COTE-DES-NEIGES/NDG) H3A3S1,CLSC of Cote-des-Neiges. Via the main entrance.,COTE-DES-NEIGES,45.496,-73.6247,100
2509,Centres locaux de services communautaires (CLSC),CLSCPPATRI,CLSC de La Petite-Patrie,6520 De Saint-Vallier RU MONTREAL (ROSEMONT) H2S1S2,CLSC de La Petite-Patrie. Via the main entrance.,ROSEMONT,45.5585,-73.5901,100
2510,Centres locaux de services communautaires (CLSC),CLSCLASALL,CLSC de LaSalle,8550 Newman BV LASALLE H8N1X1,CLSC of LaSalle. Via the main entrance.,LASALLE,45.4308,-73.6358,100
2513,Centres locaux de services communautaires (CLSC),CLSCMTLNOR,CLSC de Montreal Nord,11441 Lacordaire BV MONTREAL-NORD H1G4L7,CLSC of Montreal-North. Via the entrance of the parking lot.,MONTREAL-NORD,45.6085,-73.6172,100
2517,Centres locaux de services communautaires (CLSC),CLSCPIERRE,CLSC de Pierrefonds,13800 Gouin BV O PIERREFONDS/ROXBORO H8Y1Z2,CLSC of Pierrefonds. Via the main entrance.,,,,100
2535,Centres locaux de services communautaires (CLSC),CLSCPSC,CLSC de Pointe Saint-Charles,500 Ash AV MONTREAL (SUD-OUEST) H3K1K2,CLSC of Pointe Saint-Charles. Via the ramp on Favard street.,SUD-OUEST,45.4791,-73.5812,100
2519,Centres locaux de services communautaires (CLSC),CLSCJOROUS,CLSC de Pointe-aux-Trembles,13926 Notre-Dame RU E MONTREAL (POINTE-AUX-TREMBLES/RDP) H1A4K3,CLSC of Pointe-aux-Trembles. Via the main entrance.,POINTE-AUX-TREMBLES,45.6473,-73.494,100
2521,Centres locaux de services communautaires (CLSC),CLSCRDP,CLSC de Riviere-des-Prairies,8655 Perras BV MONTREAL (POINTE-AUX-TREMBLES/RDP) H2H1C4,CLSC of Riviere-des-Prairies. Via the main entrance.,POINTE-AUX-TREMBLES,45.6473,-73.494,100
2522,Centres locaux de services communautaires (CLSC),CLSCROSEM,CLSC de Rosemont,2909 Rachel RU E MONTREAL (ROSEMONT) H4C1T5,CLSC of Rosemont. Via the main entrance on Andre-Laurendeau street.,ROSEMONT,45.5585,-73.5901,100
2523,Centres locaux de services communautaires (CLSC),CLSCSTHENR,CLSC de Saint-Henri,3833 Notre-Dame RU O MONTREAL (SUD-OUEST) H1Z2C2,CLSC of Saint-Henri. Via the main entrance.,SUD-OUEST,45.4791,-73.5812,100
2524,Centres locaux de services communautaires (CLSC),CLSCSTLAUR,CLSC de Saint-Laurent,1055 Sainte-Croix AV SAINT-LAURENT H4L3Z2,CLSC of Saint-Laurent. Via the main entrance.,SAINT-LAURENT,45.5003,-73.703,100
2537,Centres locaux de services communautaires (CLSC),CLSCSTLBLG,CLSC de Saint-Laurent,1155 Sainte-Croix AV SAINT-LAURENT H4L3Z2,CLSC of Saint-Laurent. Via the parking lot at the door of the annex at the TA pictogram.,SAINT-LAURENT,45.5003,-73.703,100
2525,Centres locaux de services communautaires (CLSC),CLSCSTLEON,CLSC de Saint-Leonard,5540 Jarry RU E SAINT-LEONARD H1R3G1,CLSC of Saint-Leonard. Via the door 2 East side of the building.,SAINT-LEONARD,45.5931,-73.587,100
2527,Centres locaux de services communautaires (CLSC),CLSCSTMICH,CLSC de Saint-Michel,3355 Jarry RU E MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H1Z2C2,CLSC of Saint-Michel. Via the parking lot west side of the building at TA Pictogram.,VILLERAY,45.5556,-73.617,100
2528,Centres locaux de services communautaires (CLSC),CLSCVERDUN,CLSC de Verdun,400 de l'Eglise RU VERDUN H8R2P5,CLSC of Verdun. Via the main entrance.,VERDUN,45.4615,-73.5674,100
2532,Centres locaux de services communautaires (CLSC),CLSCCSTPAU,CLSC de Ville-Emard-Cote Saint-Paul,6161 Laurendeau RU MONTREAL (SUD-OUEST) H4E1X6,CLSC de Ville-Emard-Cote Saint-Paul. Via the main entrance.,SUD-OUEST,45.4791,-73.5812,100
2531,Centres locaux de services communautaires (CLSC),CLSCVILLER,CLSC de Villeray,1425 Jarry RU E MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H1Z2C2,CLSC of Villeray. Via the main entrance.,VILLERAY,45.5556,-73.617,100
2536,Centres locaux de services communautaires (CLSC),CLSCFPARTH,CLSC des Faubourgs (Parthenais),2260 Parthenais RU MONTREAL (VILLE-MARIE) H2K4N4,CLSC des Faubourgs on the Parthenais street. Via the main entrance.,VILLE-MARIE,45.5126,-73.554,100
2533,Centres locaux de services communautaires (CLSC),CLSCSTCATH,CLSC des Faubourgs (Sainte-Catherine),66 Sainte-Catherine RU E MONTREAL (VILLE-MARIE) H2X1K7,CLSC des Faubourgs Sainte-Catherine. Via the main entrance.,VILLE-MARIE,45.5126,-73.554,100
2504,Centres locaux de services communautaires (CLSC),CLSCFAUBOU,CLSC des Faubourgs (Visitation),1705 de la Visitation RU MONTREAL (VILLE-MARIE) H2L5E9,CLSC des Faubourgs on de la Visitation street. Via the back entrance of the building.,VILLE-MARIE,45.5126,-73.554,100
2538,Centres locaux de services communautaires (CLSC),CLSCDORION,CLSC Dorion,1360 Jean-Talon RU E MONTREAL (ROSEMONT) H2E1S6,CLSC Dorion. Via the main entrance.,ROSEMONT,45.5585,-73.5901,100
2508,Centres locaux de services communautaires (CLSC),CLSCSTLOU,CLSC du Lac Saint-Louis,180 Cartier AV POINTE-CLAIRE H9R1H8,CLSC du Lac Saint-Louis. Via the main entrance.,POINTE-CLAIRE,45.4486,-73.8167,100
2529,Centres locaux de services communautaires (CLSC),CLSCVLACHI,CLSC du Vieux-Lachine,1900 Notre-Dame RU LACHINE H4N2K5,CLSC of Old-Lachine. Via the main entrance.,LACHINE,45.4413,-73.6871,100
2506,Centres locaux de services communautaires (CLSC),CLSCHOCHON,CLSC Hochelaga-Maisonneuve,4201 Ontario RU E MONTREAL (HOCHELAGA/MAISONNEUVE) H1V1K2,CLSC Hochelaga-Maisonneuve. Via the main entrance.,HOCHELAGA,45.5498,-73.5416,100
2511,Centres locaux de services communautaires (CLSC),CLSCMERCIE,CLSC Mercier Est-Anjou,9503 Sherbrooke RU E MONTREAL (HOCHELAGA/MAISONNEUVE) H1L6P2,CLSC Mercier Est-Anjou. Via the back door of the building to the parking lot. At the TA pictogram.,HOCHELAGA,45.5498,-73.5416,100
2512,Centres locaux de services communautaires (CLSC),CLSCMETRO,CLSC Metro (Centre-Ville),1801 De Maisonneuve BV O CLSC MONTREAL (VILLE-MARIE) H3H1J9,CLSC Metro downtown. Via the main entrance.,VILLE-MARIE,45.5126,-73.554,100
2515,Centres locaux de services communautaires (CLSC),CLSCOGUIMO,CLSC Olivier-Guimond,5810 Sherbrooke RU E MONTREAL (HOCHELAGA/MAISONNEUVE) H1A5E8,CLSC Olivier-Guimond. Via the main entrance.,HOCHELAGA,45.5498,-73.5416,100
2505,Centres locaux de services communautaires (CLSC),CLSCOUTREM,CLSC Outremont,1271 Van Horne AV OUTREMONT H3P1G7,CLSC Outremont. Via the main entrance.,OUTREMONT,45.515,-73.605,100
2534,Centres locaux de services communautaires (CLSC),CLSCDUPLAR,CLSC Plateau Mt-Royal (De Lorimier),4625 De Lorimier AV MONTREAL (PLATEAU MONT-ROYAL) H2H2B4,CLSC Plateau Mont-Royal on De Lorimier Avenue. Via the main entrance.,PLATEAU MONT-ROYAL,45.526,-73.58,100
2520,Centres locaux de services communautaires (CLSC),CLSCCSTLUC,CLSC Rene-Cassin,5800 Cavendish BV CLSC COTE-SAINT-LUC H4W2T5,"CLSC Rene-Cassin. Via at the back of IGA, at the CLSC door with TA pictogram.",COTE-SAINT-LUC,45.4712,-73.6658,100
4224,LOISIRS,ATHLST-LO,Club Athletique Saint-Laurent,8340 David-Boyer RU LASALLE H1W1B2,"SIGN TA Via the grey mettalic door ""staff only"" Thursday door opens at 6h30 PM",LASALLE,45.4308,-73.6358,100
4226,ASSOC,CLUBAINES,Club des aines Dollard-Des-Ormeaux,12001 de Salaberry BV DOLLARD-DES-ORMEAUX H8Y2B6,Club des Aines Dollard-des-Ormeaux. Via the back entrance at the door 5 with the TA signpost.,DOLLARD-DES-ORMEAUX,45.4935,-73.8275,100
6036,ARDI,CMY6100CDN,CMiriam/atl/6100 CDN,6100 Cote-des-Neiges CH MONTREAL (COTE-DES-NEIGES/NDG) H1Z2C2,Cote-des-Neiges workshop . Via by the back entrance,COTE-DES-NEIGES,45.496,-73.6247,100
6063,ARDI,CMYBOURRET,CMiriam/atl/Bourret,4585 Bourret AV MONTREAL (COTE-DES-NEIGES/NDG) H4W2Y3,Bourret workshop . Via the main entrance,COTE-DES-NEIGES,45.496,-73.6247,100
6073,ARDI,CMYFERRIER,CMiriam/atl/Ferrier,5775 Ferrier RU VILLE MONT-ROYAL H4P1N3,Ferrier workshop . Via reception expedition door at T A signpost,MONT-ROYAL,45.5196,-73.6386,100
6081,ARDI,CMYFERRIEH,CMiriam/atl/Ferrier Softline,5540 Ferrier RU VILLE MONT-ROYAL H4P1M2,Softline workshop . Via the front door entrance at T A signpost,MONT-ROYAL,45.5196,-73.6386,100
6053,ARDI,ATELMYRIAM,CMiriam/atl/Jarry,3701 Jarry RU E MONTREAL (VILLERAY/ST-MICHEL/PARC EXT),Doris Hosier company . Via West side of the shelter-building Tempo,VILLERAY,45.5556,-73.617,100
6004,ARDI,HLDRELIZAB,CMiriam/atl/Northcliffe,2111 Northcliffe AV Myriam MONTREAL (COTE-DES-NEIGES/NDG) H4A3K6,Queen Elizabeth day care . Via the main entrance,COTE-DES-NEIGES,45.496,-73.6247,100
6033,ARDI,CMYPRUDHO,CMiriam/atl/Prud'homme,3757 Prud'homme AV Centre communautaire NDG MONTREAL (COTE-DES-NEIGES/NDG) H4A3A5,Prud'homme workshop . Via the main entrance,COTE-DES-NEIGES,45.496,-73.6247,100
